Year,Period,Area,Ownership,Industry Code,Industry,Level,Establishments,Firms,Average Employment,Average Weekly Wage,Total Wages,Month 1 Employment,Month 2 Employment,Month 3 Employment,Hierarchical Ordering
2006,1,Medina,Private,52,Finance and Insurance,2,36 ,31 ,313 ,755 ,"3,077,328 ",308 ,316 ,316 ,1775
2006,1,Polk,Private,52,Finance and Insurance,2,33 ,32 ,310 ,596 ,"2,399,103 ",311 ,308 ,310 ,1775
2006,1,Young,Private,52,Finance and Insurance,2,34 ,32 ,271 ,684 ,"2,407,210 ",271 ,269 ,272 ,1775
2006,1,Jasper,Private,52,Finance and Insurance,2,39 ,32 ,256 ,561 ,"1,870,756 ",258 ,256 ,255 ,1775
2006,1,Cass,Private,52,Finance and Insurance,2,37 ,33 ,225 ,616 ,"1,800,006 ",226 ,224 ,224 ,1775
2006,1,Hopkins,Private,52,Finance and Insurance,2,38 ,33 ,353 ,821 ,"3,765,952 ",356 ,354 ,349 ,1775
2006,1,Van Zandt,Private,52,Finance and Insurance,2,41 ,33 ,253 ,576 ,"1,893,243 ",253 ,253 ,253 ,1775
2006,1,Cooke,Private,52,Finance and Insurance,2,35 ,34 ,252 ,633 ,"2,074,718 ",252 ,251 ,253 ,1775
2006,1,Hardin,Private,52,Finance and Insurance,2,41 ,35 ,218 ,663 ,"1,881,876 ",217 ,217 ,221 ,1775
2006,1,Rusk,Private,52,Finance and Insurance,2,42 ,35 ,384 ,653 ,"3,259,523 ",382 ,386 ,384 ,1775
2006,1,Atascosa,Private,52,Finance and Insurance,2,37 ,36 ,246 ,740 ,"2,364,412 ",247 ,245 ,245 ,1775
2006,1,Hockley,Private,52,Finance and Insurance,2,38 ,36 ,199 ,605 ,"1,567,806 ",197 ,201 ,200 ,1775
2006,1,Matagorda,Private,52,Finance and Insurance,2,41 ,37 ,190 ,837 ,"2,066,904 ",189 ,189 ,192 ,1775
2006,1,Kleberg,Private,52,Finance and Insurance,2,42 ,37 ,289 ,552 ,"2,074,604 ",292 ,289 ,287 ,1775
2006,1,Titus,Private,52,Finance and Insurance,2,43 ,37 ,355 ,663 ,"3,060,307 ",353 ,357 ,355 ,1775
2006,1,Wood,Private,52,Finance and Insurance,2,52 ,37 ,391 ,691 ,"3,512,366 ",385 ,391 ,397 ,1775
2006,1,Fannin,Private,52,Finance and Insurance,2,40 ,38 ,501 ,728 ,"4,743,530 ",494 ,500 ,509 ,1775
2006,1,Fayette,Private,52,Finance and Insurance,2,44 ,39 ,436 ,865 ,"4,896,819 ",438 ,436 ,433 ,1775
2006,1,Hill,Private,52,Finance and Insurance,2,44 ,40 ,206 ,641 ,"1,713,210 ",203 ,205 ,209 ,1775
2006,1,Val Verde,Private,52,Finance and Insurance,2,46 ,41 ,433 ,618 ,"3,479,211 ",439 ,433 ,428 ,1775
2006,1,Cherokee,Private,52,Finance and Insurance,2,47 ,41 ,403 ,756 ,"3,962,161 ",402 ,401 ,407 ,1775
2006,1,Coryell,Private,52,Finance and Insurance,2,53 ,41 ,621 ,546 ,"4,401,587 ",615 ,623 ,624 ,1775
2006,1,Austin,Private,52,Finance and Insurance,2,44 ,42 ,257 ,769 ,"2,571,864 ",255 ,258 ,259 ,1775
2006,1,Brown,Private,52,Finance and Insurance,2,45 ,42 ,355 ,632 ,"2,917,464 ",357 ,353 ,356 ,1775
2006,1,Jim Wells,Private,52,Finance and Insurance,2,46 ,42 ,335 ,725 ,"3,162,239 ",328 ,339 ,339 ,1775
2006,1,Wise,Private,52,Finance and Insurance,2,52 ,42 ,319 ,739 ,"3,066,464 ",317 ,320 ,320 ,1775
2006,1,Liberty,Private,52,Finance and Insurance,2,53 ,43 ,433 ,647 ,"3,644,855 ",426 ,440 ,434 ,1775
2006,1,San Patricio,Private,52,Finance and Insurance,2,57 ,43 ,320 ,624 ,"2,594,880 ",316 ,316 ,328 ,1775
2006,1,Gillespie,Private,52,Finance and Insurance,2,49 ,44 ,240 ,849 ,"2,644,652 ",237 ,239 ,243 ,1775
2006,1,Gray,Private,52,Finance and Insurance,2,49 ,46 ,269 ,646 ,"2,262,044 ",273 ,270 ,265 ,1775
2006,1,Howard,Private,52,Finance and Insurance,2,49 ,46 ,335 ,672 ,"2,922,779 ",335 ,334 ,335 ,1775
2006,1,Henderson,Private,52,Finance and Insurance,2,63 ,46 ,390 ,627 ,"3,175,163 ",388 ,388 ,393 ,1775
2006,1,Kendall,Private,52,Finance and Insurance,2,54 ,48 ,488 ,854 ,"5,418,453 ",492 ,484 ,488 ,1775
2006,1,Burnet,Private,52,Finance and Insurance,2,53 ,49 ,404 ,771 ,"4,046,689 ",400 ,405 ,407 ,1775
2006,1,Washington,Private,52,Finance and Insurance,2,52 ,50 ,645 ,899 ,"7,534,246 ",644 ,644 ,646 ,1775
2006,1,Erath,Private,52,Finance and Insurance,2,53 ,50 ,379 ,763 ,"3,761,494 ",364 ,379 ,395 ,1775
2006,1,Navarro,Private,52,Finance and Insurance,2,54 ,51 ,351 ,565 ,"2,581,591 ",351 ,353 ,350 ,1775
2006,1,Maverick,Private,52,Finance and Insurance,2,55 ,51 ,378 ,395 ,"1,941,539 ",382 ,375 ,378 ,1775
2006,1,Hale,Private,52,Finance and Insurance,2,54 ,52 ,301 ,624 ,"2,437,615 ",306 ,300 ,296 ,1775
2006,1,Walker,Private,52,Finance and Insurance,2,58 ,52 ,365 ,584 ,"2,772,314 ",364 ,363 ,368 ,1775
2006,1,Hood,Private,52,Finance and Insurance,2,67 ,52 ,470 ,784 ,"4,796,054 ",463 ,470 ,478 ,1775
2006,1,Wharton,Private,52,Finance and Insurance,2,66 ,59 ,484 ,963 ,"6,052,340 ",491 ,477 ,483 ,1775
2006,1,Nacogdoches,Private,52,Finance and Insurance,2,69 ,60 ,549 ,795 ,"5,671,276 ",549 ,549 ,548 ,1775
2006,1,Anderson,Private,52,Finance and Insurance,2,67 ,61 ,435 ,841 ,"4,759,535 ",441 ,430 ,435 ,1775
2006,1,Guadalupe,Private,52,Finance and Insurance,2,76 ,62 ,564 ,716 ,"5,245,657 ",559 ,566 ,566 ,1775
2006,1,Harrison,Private,52,Finance and Insurance,2,73 ,64 ,756 ,934 ,"9,179,440 ",749 ,746 ,774 ,1775
2006,1,Lamar,Private,52,Finance and Insurance,2,75 ,67 ,684 ,584 ,"5,198,871 ",678 ,682 ,693 ,1775
2006,1,Kaufman,Private,52,Finance and Insurance,2,80 ,68 ,638 ,825 ,"6,847,883 ",643 ,642 ,630 ,1775
2006,1,Orange,Private,52,Finance and Insurance,2,87 ,68 ,676 ,650 ,"5,711,314 ",661 ,674 ,694 ,1775
2006,1,Parker,Private,52,Finance and Insurance,2,90 ,70 ,465 ,761 ,"4,599,487 ",469 ,460 ,465 ,1775
2006,1,Hunt,Private,52,Finance and Insurance,2,85 ,72 ,517 ,804 ,"5,400,345 ",518 ,513 ,520 ,1775
2006,1,Kerr,Private,52,Finance and Insurance,2,85 ,74 ,499 ,808 ,"5,244,368 ",497 ,504 ,497 ,1775
2006,1,Rockwall,Private,52,Finance and Insurance,2,93 ,77 ,484 ,"1,059 ","6,663,972 ",478 ,484 ,490 ,1775
2006,1,Angelina,Private,52,Finance and Insurance,2,114 ,91 ,873 ,780 ,"8,853,889 ",859 ,870 ,890 ,1775
2006,1,Johnson,Private,52,Finance and Insurance,2,125 ,94 ,714 ,699 ,"6,487,439 ",716 ,714 ,712 ,1775
2006,1,Victoria,Private,52,Finance and Insurance,2,128 ,101 ,"1,059 ",837 ,"11,517,007 ","1,062 ","1,054 ","1,060 ",1775
2006,1,Ellis,Private,52,Finance and Insurance,2,135 ,107 ,843 ,789 ,"8,646,595 ",847 ,839 ,843 ,1775
2006,1,Comal,Private,52,Finance and Insurance,2,130 ,111 ,599 ,849 ,"6,610,383 ",601 ,596 ,600 ,1775
2006,1,Grayson,Private,52,Finance and Insurance,2,154 ,114 ,"2,281 ",883 ,"26,187,274 ","2,290 ","2,287 ","2,267 ",1775
2006,1,Bowie,Private,52,Finance and Insurance,2,161 ,114 ,"1,569 ",906 ,"18,487,320 ","1,546 ","1,561 ","1,601 ",1775
2006,1,Hays,Private,52,Finance and Insurance,2,147 ,115 ,802 ,897 ,"9,354,362 ",787 ,802 ,818 ,1775
2006,1,Randall,Private,52,Finance and Insurance,2,154 ,117 ,995 ,712 ,"9,211,752 ",997 ,993 ,995 ,1775
2006,1,Ector,Private,52,Finance and Insurance,2,181 ,138 ,"1,232 ",715 ,"11,458,764 ","1,235 ","1,241 ","1,221 ",1775
2006,1,Webb,Private,52,Finance and Insurance,2,169 ,141 ,"3,891 ",681 ,"34,449,387 ","3,912 ","3,868 ","3,894 ",1775
2006,1,Brazos,Private,52,Finance and Insurance,2,195 ,152 ,"1,698 ","1,046 ","23,083,593 ","1,715 ","1,670 ","1,710 ",1775
2006,1,Tom Green,Private,52,Finance and Insurance,2,193 ,157 ,"1,217 ",701 ,"11,087,231 ","1,218 ","1,218 ","1,215 ",1775
2006,1,Wichita,Private,52,Finance and Insurance,2,201 ,159 ,"1,562 ",854 ,"17,347,425 ","1,570 ","1,563 ","1,553 ",1775
2006,1,Brazoria,Private,52,Finance and Insurance,2,234 ,174 ,"1,654 ",810 ,"17,423,004 ","1,634 ","1,661 ","1,666 ",1775
2006,1,Taylor,Private,52,Finance and Insurance,2,239 ,185 ,"2,027 ",796 ,"20,976,463 ","2,016 ","2,030 ","2,034 ",1775
2006,1,Galveston,Private,52,Finance and Insurance,2,258 ,193 ,"4,047 ",951 ,"50,036,486 ","4,055 ","4,050 ","4,037 ",1775
2006,1,Gregg,Private,52,Finance and Insurance,2,254 ,194 ,"1,739 ",789 ,"17,840,809 ","1,728 ","1,727 ","1,762 ",1775
2006,1,Bell,Private,52,Finance and Insurance,2,278 ,213 ,"3,293 ",717 ,"30,703,341 ","3,345 ","3,251 ","3,283 ",1775
2006,1,Potter,Private,52,Finance and Insurance,2,248 ,221 ,"2,963 ",930 ,"35,837,098 ","2,963 ","2,951 ","2,974 ",1775
2006,1,Midland,Private,52,Finance and Insurance,2,271 ,224 ,"2,455 ",927 ,"29,565,280 ","2,459 ","2,448 ","2,457 ",1775
2006,1,Cameron,Private,52,Finance and Insurance,2,348 ,256 ,"2,688 ",688 ,"24,056,786 ","2,679 ","2,674 ","2,712 ",1775
2006,1,McLennan,Private,52,Finance and Insurance,2,321 ,260 ,"4,410 ",885 ,"50,728,070 ","4,414 ","4,411 ","4,405 ",1775
2006,1,Jefferson,Private,52,Finance and Insurance,2,348 ,270 ,"2,503 ",864 ,"28,098,055 ","2,495 ","2,484 ","2,529 ",1775
2006,1,Williamson,Private,52,Finance and Insurance,2,411 ,281 ,"5,036 ","1,249 ","81,767,644 ","5,005 ","5,044 ","5,058 ",1775
2006,1,Smith,Private,52,Finance and Insurance,2,368 ,293 ,"3,001 ",896 ,"34,959,552 ","2,996 ","3,001 ","3,006 ",1775
2006,1,Montgomery,Private,52,Finance and Insurance,2,468 ,338 ,"4,278 ","1,021 ","56,762,746 ","4,282 ","4,277 ","4,275 ",1775
2006,1,Nueces,Private,52,Finance and Insurance,2,496 ,351 ,"4,072 ",945 ,"50,032,284 ","4,072 ","4,080 ","4,063 ",1775
2006,1,Fort Bend,Private,52,Finance and Insurance,2,467 ,359 ,"3,353 ","1,302 ","56,745,593 ","3,314 ","3,340 ","3,405 ",1775
2006,1,Hidalgo,Private,52,Finance and Insurance,2,555 ,373 ,"5,828 ",799 ,"60,506,976 ","5,793 ","5,811 ","5,881 ",1775
2006,1,Lubbock,Private,52,Finance and Insurance,2,486 ,386 ,"4,914 ",847 ,"54,135,109 ","4,903 ","4,918 ","4,921 ",1775
2006,1,Denton,Private,52,Finance and Insurance,2,614 ,426 ,"4,802 ","1,001 ","62,481,020 ","4,778 ","4,787 ","4,840 ",1775
2006,1,El Paso,Private,52,Finance and Insurance,2,694 ,477 ,"7,266 ",764 ,"72,126,496 ","7,221 ","7,284 ","7,292 ",1775
2006,1,Collin,Private,52,Finance and Insurance,2,"1,129 ",790 ,"23,256 ","1,347 ","407,353,925 ","22,591 ","23,439 ","23,738 ",1775
2006,1,Travis,Private,52,Finance and Insurance,2,"1,689 ","1,208 ","22,870 ","1,360 ","404,263,854 ","22,766 ","22,840 ","23,004 ",1775
2006,1,Bexar,Private,52,Finance and Insurance,2,"1,951 ","1,342 ","45,261 ","1,321 ","777,340,941 ","45,194 ","45,368 ","45,220 ",1775
2006,1,Tarrant,Private,52,Finance and Insurance,2,"2,325 ","1,557 ","32,527 ","1,200 ","507,506,382 ","32,409 ","32,422 ","32,749 ",1775
2006,1,Dallas,Private,52,Finance and Insurance,2,"4,870 ","3,451 ","103,710 ","1,763 ","2,377,329,800 ","103,260 ","103,568 ","104,303 ",1775
2006,1,Harris,Private,52,Finance and Insurance,2,"5,452 ","3,834 ","73,302 ","1,694 ","1,614,402,427 ","73,207 ","73,183 ","73,517 ",1775
2006,2,Motley,Private,52,Finance and Insurance,2,3 ,3 ,7 ,501 ,"45,614 ",7 ,7 ,7 ,1775
2006,2,McMullen,Private,52,Finance and Insurance,2,3 ,3 ,7 ,447 ,"42,580 ",7 ,7 ,8 ,1775
2006,2,Delta,Private,52,Finance and Insurance,2,3 ,3 ,22 ,556 ,"156,677 ",22 ,21 ,22 ,1775
2006,2,Real,Private,52,Finance and Insurance,2,3 ,3 ,25 ,406 ,"131,942 ",25 ,25 ,25 ,1775
2006,2,Donley,Private,52,Finance and Insurance,2,3 ,3 ,30 ,666 ,"256,722 ",29 ,30 ,30 ,1775
2006,2,Stonewall,Private,52,Finance and Insurance,2,4 ,4 ,14 ,607 ,"110,482 ",13 ,14 ,15 ,1775
2006,2,Upton,Private,52,Finance and Insurance,2,4 ,4 ,15 ,369 ,"70,307 ",14 ,15 ,15 ,1775
2006,2,Jeff Davis,Private,52,Finance and Insurance,2,4 ,4 ,23 ,686 ,"204,994 ",23 ,23 ,23 ,1775
2006,2,Martin,Private,52,Finance and Insurance,2,4 ,4 ,29 ,569 ,"214,552 ",29 ,29 ,29 ,1775
2006,2,Shackelford,Private,52,Finance and Insurance,2,4 ,4 ,33 ,519 ,"222,596 ",33 ,33 ,33 ,1775
2006,2,Concho,Private,52,Finance and Insurance,2,4 ,4 ,37 ,534 ,"256,711 ",37 ,37 ,37 ,1775
2006,2,Fisher,Private,52,Finance and Insurance,2,4 ,4 ,43 ,584 ,"326,298 ",43 ,43 ,43 ,1775
2006,2,Reagan,Private,52,Finance and Insurance,2,5 ,5 ,23 ,402 ,"120,149 ",23 ,23 ,23 ,1775
2006,2,Lipscomb,Private,52,Finance and Insurance,2,5 ,5 ,23 ,958 ,"286,500 ",23 ,23 ,23 ,1775
2006,2,Schleicher,Private,52,Finance and Insurance,2,5 ,5 ,25 ,531 ,"170,361 ",23 ,25 ,26 ,1775
2006,2,Menard,Private,52,Finance and Insurance,2,5 ,5 ,26 ,617 ,"211,159 ",26 ,26 ,27 ,1775
2006,2,La Salle,Private,52,Finance and Insurance,2,5 ,5 ,26 ,406 ,"138,875 ",27 ,26 ,26 ,1775
2006,2,Cottle,Private,52,Finance and Insurance,2,5 ,5 ,28 ,728 ,"268,092 ",28 ,29 ,28 ,1775
2006,2,Coke,Private,52,Finance and Insurance,2,5 ,5 ,35 ,574 ,"258,851 ",35 ,34 ,35 ,1775
2006,2,Kimble,Private,52,Finance and Insurance,2,5 ,5 ,38 ,529 ,"261,408 ",37 ,39 ,38 ,1775
2006,2,Jim Hogg,Private,52,Finance and Insurance,2,5 ,5 ,40 ,519 ,"271,931 ",37 ,45 ,39 ,1775
2006,2,Collingsworth,Private,52,Finance and Insurance,2,5 ,5 ,64 ,661 ,"547,215 ",63 ,63 ,65 ,1775
2006,2,Cochran,Private,52,Finance and Insurance,2,6 ,5 ,25 ,760 ,"243,777 ",23 ,26 ,25 ,1775
2006,2,San Jacinto,Private,52,Finance and Insurance,2,6 ,5 ,48 ,356 ,"222,352 ",47 ,49 ,48 ,1775
2006,2,Sabine,Private,52,Finance and Insurance,2,6 ,5 ,60 ,565 ,"438,475 ",59 ,60 ,60 ,1775
2006,2,Throckmorton,Private,52,Finance and Insurance,2,6 ,6 ,11 ,629 ,"92,709 ",11 ,11 ,12 ,1775
2006,2,Mitchell,Private,52,Finance and Insurance,2,6 ,6 ,33 ,487 ,"211,049 ",33 ,34 ,33 ,1775
2006,2,Sutton,Private,52,Finance and Insurance,2,6 ,6 ,42 ,563 ,"310,043 ",43 ,42 ,42 ,1775
2006,2,Rains,Private,52,Finance and Insurance,2,6 ,6 ,44 ,600 ,"340,682 ",43 ,43 ,45 ,1775
2006,2,Hall,Private,52,Finance and Insurance,2,6 ,6 ,45 ,506 ,"293,795 ",45 ,45 ,44 ,1775
2006,2,Knox,Private,52,Finance and Insurance,2,6 ,6 ,57 ,581 ,"430,854 ",57 ,57 ,57 ,1775
2006,2,Crane,Private,52,Finance and Insurance,2,7 ,7 ,21 ,376 ,"101,150 ",20 ,22 ,20 ,1775
2006,2,Garza,Private,52,Finance and Insurance,2,7 ,7 ,27 ,474 ,"166,412 ",27 ,27 ,27 ,1775
2006,2,Goliad,Private,52,Finance and Insurance,2,7 ,7 ,34 ,627 ,"277,212 ",35 ,33 ,34 ,1775
2006,2,Zavala,Private,52,Finance and Insurance,2,7 ,7 ,46 ,428 ,"256,013 ",46 ,47 ,45 ,1775
2006,2,Hardeman,Private,52,Finance and Insurance,2,7 ,7 ,53 ,638 ,"436,926 ",52 ,52 ,54 ,1775
2006,2,Presidio,Private,52,Finance and Insurance,2,7 ,7 ,53 ,471 ,"322,512 ",52 ,53 ,53 ,1775
2006,2,Mills,Private,52,Finance and Insurance,2,7 ,7 ,58 ,571 ,"428,411 ",58 ,56 ,59 ,1775
2006,2,San Augustine,Private,52,Finance and Insurance,2,7 ,7 ,69 ,450 ,"401,701 ",69 ,66 ,71 ,1775
2006,2,Duval,Private,52,Finance and Insurance,2,8 ,7 ,50 ,480 ,"313,990 ",51 ,50 ,50 ,1775
2006,2,Crosby,Private,52,Finance and Insurance,2,9 ,7 ,46 ,576 ,"344,368 ",45 ,46 ,47 ,1775
2006,2,Franklin,Private,52,Finance and Insurance,2,9 ,7 ,112 ,709 ,"1,029,741 ",108 ,111 ,116 ,1775
2006,2,Zapata,Private,52,Finance and Insurance,2,12 ,7 ,115 ,444 ,"663,733 ",113 ,116 ,116 ,1775
2006,2,Dimmit,Private,52,Finance and Insurance,2,8 ,8 ,35 ,420 ,"191,207 ",35 ,35 ,35 ,1775
2006,2,Carson,Private,52,Finance and Insurance,2,8 ,8 ,41 ,488 ,"262,264 ",42 ,41 ,41 ,1775
2006,2,Brooks,Private,52,Finance and Insurance,2,8 ,8 ,63 ,539 ,"443,805 ",63 ,63 ,64 ,1775
2006,2,Jack,Private,52,Finance and Insurance,2,8 ,8 ,68 ,615 ,"543,648 ",68 ,68 ,68 ,1775
2006,2,Somervell,Private,52,Finance and Insurance,2,9 ,8 ,52 ,789 ,"529,874 ",51 ,51 ,53 ,1775
2006,2,Blanco,Private,52,Finance and Insurance,2,10 ,8 ,128 ,682 ,"1,134,856 ",129 ,127 ,128 ,1775
2006,2,Archer,Private,52,Finance and Insurance,2,9 ,9 ,20 ,481 ,"123,057 ",19 ,20 ,20 ,1775
2006,2,San Saba,Private,52,Finance and Insurance,2,9 ,9 ,38 ,565 ,"279,298 ",37 ,38 ,39 ,1775
2006,2,Marion,Private,52,Finance and Insurance,2,9 ,9 ,47 ,513 ,"311,251 ",45 ,48 ,47 ,1775
2006,2,Hansford,Private,52,Finance and Insurance,2,9 ,9 ,101 ,703 ,"923,053 ",100 ,99 ,104 ,1775
2006,2,Yoakum,Private,52,Finance and Insurance,2,10 ,10 ,39 ,478 ,"244,402 ",38 ,40 ,40 ,1775
2006,2,Mason,Private,52,Finance and Insurance,2,10 ,10 ,50 ,579 ,"373,705 ",48 ,50 ,51 ,1775
2006,2,Winkler,Private,52,Finance and Insurance,2,10 ,10 ,56 ,563 ,"412,556 ",56 ,56 ,57 ,1775
2006,2,Haskell,Private,52,Finance and Insurance,2,11 ,10 ,58 ,453 ,"339,651 ",56 ,57 ,60 ,1775
2006,2,Callahan,Private,52,Finance and Insurance,2,11 ,10 ,91 ,691 ,"814,622 ",92 ,90 ,90 ,1775
2006,2,Ward,Private,52,Finance and Insurance,2,14 ,10 ,123 ,697 ,"1,114,564 ",121 ,125 ,123 ,1775
2006,2,Childress,Private,52,Finance and Insurance,2,11 ,11 ,52 ,651 ,"440,254 ",53 ,51 ,52 ,1775
2006,2,Wheeler,Private,52,Finance and Insurance,2,11 ,11 ,66 ,501 ,"429,849 ",64 ,67 ,67 ,1775
2006,2,Trinity,Private,52,Finance and Insurance,2,11 ,11 ,67 ,502 ,"435,399 ",66 ,66 ,68 ,1775
2006,2,Parmer,Private,52,Finance and Insurance,2,11 ,11 ,79 ,612 ,"625,925 ",78 ,79 ,79 ,1775
2006,2,Coleman,Private,52,Finance and Insurance,2,11 ,11 ,107 ,645 ,"899,866 ",105 ,106 ,111 ,1775
2006,2,Floyd,Private,52,Finance and Insurance,2,12 ,11 ,69 ,679 ,"606,399 ",68 ,69 ,69 ,1775
2006,2,Live Oak,Private,52,Finance and Insurance,2,13 ,11 ,93 ,583 ,"702,250 ",92 ,92 ,94 ,1775
2006,2,Swisher,Private,52,Finance and Insurance,2,12 ,12 ,49 ,930 ,"596,226 ",51 ,51 ,46 ,1775
2006,2,Hamilton,Private,52,Finance and Insurance,2,12 ,12 ,60 ,687 ,"538,852 ",58 ,61 ,62 ,1775
2006,2,Frio,Private,52,Finance and Insurance,2,12 ,12 ,89 ,629 ,"730,558 ",89 ,89 ,90 ,1775
2006,2,Willacy,Private,52,Finance and Insurance,2,13 ,12 ,141 ,686 ,"1,256,808 ",142 ,138 ,143 ,1775
2006,2,Clay,Private,52,Finance and Insurance,2,13 ,13 ,43 ,743 ,"415,560 ",43 ,42 ,44 ,1775
2006,2,Baylor,Private,52,Finance and Insurance,2,13 ,13 ,60 ,487 ,"377,538 ",59 ,59 ,61 ,1775
2006,2,Refugio,Private,52,Finance and Insurance,2,13 ,13 ,65 ,688 ,"581,303 ",65 ,65 ,65 ,1775
2006,2,Lynn,Private,52,Finance and Insurance,2,13 ,13 ,66 ,623 ,"531,615 ",64 ,65 ,68 ,1775
2006,2,Bailey,Private,52,Finance and Insurance,2,13 ,13 ,81 ,662 ,"694,255 ",82 ,79 ,81 ,1775
2006,2,Andrews,Private,52,Finance and Insurance,2,13 ,13 ,164 ,675 ,"1,438,564 ",163 ,163 ,166 ,1775
2006,2,Robertson,Private,52,Finance and Insurance,2,15 ,13 ,104 ,"1,000 ","1,347,191 ",103 ,103 ,105 ,1775
2006,2,Tyler,Private,52,Finance and Insurance,2,15 ,13 ,108 ,598 ,"840,228 ",110 ,106 ,108 ,1775
2006,2,Bosque,Private,52,Finance and Insurance,2,15 ,13 ,119 ,648 ,"1,001,837 ",118 ,119 ,120 ,1775
2006,2,Comanche,Private,52,Finance and Insurance,2,15 ,13 ,159 ,678 ,"1,405,005 ",159 ,156 ,163 ,1775
2006,2,Morris,Private,52,Finance and Insurance,2,16 ,13 ,152 ,584 ,"1,153,217 ",149 ,151 ,156 ,1775
2006,2,Castro,Private,52,Finance and Insurance,2,14 ,14 ,60 ,783 ,"607,484 ",59 ,60 ,60 ,1775
2006,2,McCulloch,Private,52,Finance and Insurance,2,14 ,14 ,85 ,522 ,"576,534 ",85 ,84 ,86 ,1775
2006,2,Hemphill,Private,52,Finance and Insurance,2,14 ,14 ,85 ,724 ,"796,900 ",87 ,83 ,84 ,1775
2006,2,Madison,Private,52,Finance and Insurance,2,14 ,14 ,88 ,671 ,"764,762 ",87 ,87 ,89 ,1775
2006,2,Ochiltree,Private,52,Finance and Insurance,2,14 ,14 ,119 ,694 ,"1,070,863 ",118 ,117 ,121 ,1775
2006,2,Camp,Private,52,Finance and Insurance,2,14 ,14 ,243 ,499 ,"1,577,679 ",236 ,244 ,250 ,1775
2006,2,Gaines,Private,52,Finance and Insurance,2,16 ,14 ,132 ,615 ,"1,058,747 ",131 ,133 ,133 ,1775
2006,2,Red River,Private,52,Finance and Insurance,2,15 ,15 ,71 ,567 ,"523,548 ",71 ,70 ,72 ,1775
2006,2,Karnes,Private,52,Finance and Insurance,2,16 ,15 ,104 ,639 ,"860,602 ",103 ,103 ,105 ,1775
2006,2,Grimes,Private,52,Finance and Insurance,2,17 ,16 ,137 ,655 ,"1,163,153 ",134 ,140 ,136 ,1775
2006,2,Brewster,Private,52,Finance and Insurance,2,17 ,16 ,193 ,590 ,"1,478,754 ",196 ,202 ,180 ,1775
2006,2,Stephens,Private,52,Finance and Insurance,2,17 ,17 ,111 ,"1,032 ","1,493,302 ",111 ,111 ,112 ,1775
2006,2,Reeves,Private,52,Finance and Insurance,2,17 ,17 ,143 ,435 ,"809,203 ",141 ,144 ,144 ,1775
2006,2,Leon,Private,52,Finance and Insurance,2,18 ,17 ,136 ,575 ,"1,019,697 ",136 ,134 ,139 ,1775
2006,2,Montague,Private,52,Finance and Insurance,2,19 ,17 ,177 ,610 ,"1,406,589 ",179 ,177 ,176 ,1775
2006,2,Bandera,Private,52,Finance and Insurance,2,19 ,18 ,92 ,665 ,"792,090 ",95 ,91 ,89 ,1775
2006,2,Runnels,Private,52,Finance and Insurance,2,19 ,18 ,109 ,543 ,"766,485 ",110 ,109 ,107 ,1775
2006,2,Nolan,Private,52,Finance and Insurance,2,22 ,18 ,155 ,663 ,"1,335,737 ",153 ,158 ,154 ,1775
2006,2,Pecos,Private,52,Finance and Insurance,2,19 ,19 ,164 ,519 ,"1,108,787 ",163 ,162 ,168 ,1775
2006,2,Falls,Private,52,Finance and Insurance,2,20 ,19 ,92 ,491 ,"589,679 ",92 ,91 ,94 ,1775
2006,2,Burleson,Private,52,Finance and Insurance,2,22 ,19 ,143 ,553 ,"1,028,897 ",141 ,144 ,144 ,1775
2006,2,Eastland,Private,52,Finance and Insurance,2,23 ,19 ,115 ,635 ,"948,611 ",115 ,115 ,115 ,1775
2006,2,Dallam,Private,52,Finance and Insurance,2,20 ,20 ,106 ,706 ,"970,025 ",105 ,104 ,108 ,1775
2006,2,Dawson,Private,52,Finance and Insurance,2,20 ,20 ,130 ,753 ,"1,272,202 ",134 ,129 ,127 ,1775
2006,2,Waller,Private,52,Finance and Insurance,2,21 ,20 ,108 ,689 ,"964,001 ",111 ,107 ,105 ,1775
2006,2,Freestone,Private,52,Finance and Insurance,2,23 ,20 ,140 ,615 ,"1,121,190 ",140 ,142 ,139 ,1775
2006,2,Terry,Private,52,Finance and Insurance,2,21 ,21 ,93 ,665 ,"803,662 ",94 ,92 ,93 ,1775
2006,2,Lampasas,Private,52,Finance and Insurance,2,22 ,21 ,140 ,567 ,"1,028,692 ",144 ,138 ,137 ,1775
2006,2,Colorado,Private,52,Finance and Insurance,2,22 ,21 ,173 ,716 ,"1,609,207 ",170 ,172 ,177 ,1775
2006,2,Calhoun,Private,52,Finance and Insurance,2,22 ,21 ,344 ,421 ,"1,882,879 ",341 ,346 ,346 ,1775
2006,2,Aransas,Private,52,Finance and Insurance,2,23 ,21 ,146 ,680 ,"1,292,666 ",142 ,145 ,152 ,1775
2006,2,Lee,Private,52,Finance and Insurance,2,23 ,21 ,219 ,597 ,"1,699,549 ",216 ,220 ,221 ,1775
2006,2,Llano,Private,52,Finance and Insurance,2,25 ,21 ,202 ,727 ,"1,912,749 ",200 ,202 ,205 ,1775
2006,2,Milam,Private,52,Finance and Insurance,2,25 ,21 ,225 ,590 ,"1,725,088 ",223 ,223 ,229 ,1775
2006,2,Panola,Private,52,Finance and Insurance,2,22 ,22 ,174 ,719 ,"1,630,453 ",174 ,173 ,176 ,1775
